,initial_age,weight,family_kind,race,marital_status,accumulated_capital,annual_contribution,income,new_accumulated_capital
28387,45,2179,1,4,1,18042.962928390127,0.08,18132.98,66510.00801606665
28388,62,3493,1,1,1,-54214.34800856189,0.22,164082.16,99990.46311702483
28389,35,3764,3,4,5,158621.7161656556,0.18,106774.92,1381419.4892313124
28390,38,3379,2,1,5,119273.3927771134,0.27,163697.98,2468804.088158709
28391,49,1961,1,1,1,13959.917332965164,0.02,72720.94,49634.77631417886
28392,54,3640,1,1,1,77872.23445677028,0.16,160173.74,471905.09006163955
28393,41,1946,1,1,1,84823.16707309571,0.09,46948.63,340819.936452093
28394,46,1961,1,1,1,-6280.2691264292125,0.23,35113.45,244440.95782127927
28395,42,2207,3,2,5,35946.20208223778,0.01,61101.64,61090.688625531315
28396,61,4086,2,1,2,283273.7982335362,0.05,48064.84,297843.17414807377
28397,53,4184,2,1,2,65750.61849731205,0.34,54425.62,381287.8069824644
28398,39,4598,3,2,5,95632.4447145964,0.33,10460.91,268100.7700726871
28399,48,1661,3,3,5,76017.29537960824,0.35,25264.66,311300.7816281903
28400,51,1661,3,4,5,209014.71211606293,0.29,101223.96,814586.3358008759
28401,39,1946,1,1,1,61829.69000866269,0.13,76509.74,558749.1668499877
28402,43,3320,1,1,1,51602.999213869705,0.29,15794.0,227758.31255878613
28403,42,3168,2,1,3,-247036.6808430961,0.27,66202.86,488544.17925711966
28404,42,3168,3,1,3,10195.730784375604,0.13,12085.96,74852.56097054068
28405,36,3082,1,3,1,-255634.81242470536,0.09,131865.45,456243.26129443245
28406,51,3506,2,1,5,164394.50573066482,0.11,108790.48,411264.19662255945
28407,45,1689,1,1,1,-102359.0582440795,0.13,16322.83,-31462.331751865946
28408,54,3480,1,1,1,-346039.3937988254,0.13,118629.01,-108926.37733993921
28409,46,1439,3,3,3,16434.728250921646,0.15,104781.11,504372.02974717366
28410,35,1831,1,3,1,-25479.24496826285,0.31,70928.87,1373823.5118388757
28411,61,3381,2,3,4,257677.29745507555,0.23,95509.57,377613.5950578428
28412,44,5552,3,3,4,-68535.4515273207,0.06,53202.23,46117.693472084706
28413,44,3598,3,2,5,171950.20202458018,0.18,77966.82,675503.9567893489
28414,39,3544,2,1,5,242565.73738822024,0.23,43689.5,801880.4492703811
28415,35,3066,3,3,1,-107472.003746478,0.3,45071.68,809143.6789713273
28416,57,3396,1,1,1,-202806.55551011392,0.19,27474.03,-146649.90533046538
28417,57,1557,3,4,3,40955.515280816624,0.26,109803.63,348080.5865179557
28418,50,3492,3,1,3,139368.47793313683,0.06,47250.48,211420.81884008966
28419,37,3286,3,1,5,-257606.67987531345,0.33,114837.4,1883447.3141036003
28420,48,1543,1,3,1,12156.255315334542,0.08,38080.58,93215.67413100632
28421,53,3493,1,1,1,61739.633990231705,0.04,178792.36,183688.3403640167
28422,45,3655,1,1,1,19910.074408912256,0.31,78975.13,837883.9180764215
28423,50,1875,1,1,1,545872.8524219616,0.21,117238.18,1100733.5657594802
28424,63,3493,1,1,1,449724.29306575446,0.22,188642.18,579786.6472502602
28425,36,3326,3,1,5,135546.12445081078,0.3,88606.18,1730019.8029367516
28426,43,3837,1,1,1,-185710.6349471252,0.34,149700.21,1771812.6751092758
28427,41,3631,2,1,3,387361.6106308621,0.2,47636.17,837216.6573584684
28428,37,2128,2,2,5,-175902.3336477386,0.26,21148.58,134757.34521402259
28429,52,2469,2,2,3,60868.69437652827,0.14,23610.52,123018.18737374718
28430,44,3168,1,1,1,-2389.9129369470693,0.23,140476.86,1156910.897575203
28431,49,1439,1,1,1,-456.0305391582062,0.33,42496.85,424291.0312998396
28432,63,3701,1,1,1,-204911.95608767745,0.21,120917.15,-125333.16811317336
28433,54,3506,2,1,3,660557.7708864614,0.03,86809.71,700599.3039806938
28434,54,1472,3,3,3,12781.486854904317,0.1,52293.28,94820.8579421924
28435,63,1472,2,1,3,328040.364103178,0.23,108225.6,406049.9480143461
28436,58,3379,1,1,1,-40264.50369245779,0.02,19138.48,-36686.9118564683
28437,62,3728,2,1,3,-69002.37603627892,0.34,144747.9,141232.64716824383
28438,39,2905,3,1,4,106819.7521184088,0.3,31496.98,708627.9707784303
28439,45,1580,1,3,1,-106656.7103323339,0.01,88129.32,-77211.96568758802
28440,40,2542,1,3,1,-32876.61728974394,0.09,88246.95,339589.4444904465
28441,49,1559,2,3,4,75322.4591469773,0.21,27534.74,217154.07806081465
28442,58,1590,1,3,1,16588.00276658107,0.34,132890.87,438894.1606757871
28443,36,1656,2,3,1,133582.17917135393,0.25,14215.57,346757.228865728
28444,41,1411,1,3,1,-110092.55988758974,0.19,134292.21,1011635.6496040459
28445,52,1653,1,3,1,-37275.74928315727,0.14,34489.02,53508.99865847818
28446,41,1411,3,3,5,84331.14202668444,0.31,194127.49,2729978.4819011767
28447,41,1411,3,3,4,23457.174527939376,0.21,81543.55,776278.8746567793
28448,52,1517,1,3,1,-58314.59429541982,0.33,106016.66,599482.6656080098
28449,35,1411,1,3,1,-67294.95955227985,0.12,65974.31,461582.5457577275
28450,58,2896,3,3,3,39973.07506019004,0.04,43813.64,59643.5446918181
28451,40,1532,3,3,4,-4176.940752375867,0.25,17321.77,198907.55536783155
28452,41,1532,1,3,1,-7079.807081348261,0.03,106644.8,133571.6250953407
28453,57,1731,3,3,3,-220136.50065271923,0.22,158966.25,156092.9901286941
28454,49,1667,1,3,1,-119296.80357100618,0.04,84964.61,-35934.28157544842
28455,37,1568,3,3,2,49712.09391513592,0.05,128622.82,413056.4009696677
28456,36,1411,1,3,1,137504.92667152704,0.0,29164.74,137504.92667152704
28457,47,1920,1,1,1,-127645.28396898496,0.16,86882.37,272411.2705902871
28458,51,2173,1,4,1,3980.352150603446,0.27,66957.78,387034.5229457002
28459,57,1821,1,1,1,51715.00809827918,0.35,21472.61,132564.65082881186
28460,42,1886,1,1,1,41090.55193337675,0.01,25856.6,51731.03442705979
28461,38,2002,1,1,1,127431.28041098852,0.18,27644.74,391951.6090301664
28462,45,1844,1,1,1,-78491.84412199238,0.25,211853.46,1691058.5824006123
28463,35,1771,3,4,3,109005.1726623928,0.23,81155.82,1296578.365177128
28464,45,1912,1,1,1,229574.62699079927,0.26,106049.39,1150806.373874898
28465,40,1665,3,4,1,287965.8396983155,0.03,75679.34,394439.7205819193
28466,36,1596,3,1,5,11544.805350805638,0.2,11355.96,147778.9394630403
28467,52,1613,2,4,5,70757.57174199533,0.17,23510.67,145905.65872345143
28468,57,1672,1,3,1,46005.822762295866,0.27,1155.67,49362.60237074809
28469,47,1807,1,1,1,21590.699179087555,0.34,121319.97,1208673.355240931
28470,36,1823,1,3,1,-15237.523959647657,0.07,53304.61,269652.9660858758
28471,36,2177,1,2,1,-120512.222074827,0.2,33686.73,283617.6350770685
28472,40,1480,3,3,5,-13973.784529099958,0.17,77220.49,601664.9940268877
28473,52,1545,1,1,1,-28340.215642563988,0.29,53578.31,304450.38492788293
28474,40,2487,1,4,1,258765.87201744225,0.31,35846.92,779910.2221745057
28475,40,1491,1,3,1,140338.47151611748,0.11,68417.23,503928.548732725
28476,46,2163,3,2,5,-26295.11184691635,0.09,59723.01,140573.23495700856
28477,41,2163,3,2,5,-43639.0136320222,0.23,113600.65,1105021.9766527484
28478,60,1617,2,3,3,629242.4530107781,0.26,29244.97,680187.3459686897
28479,59,2035,3,2,5,-174769.2496105486,0.31,67499.14,-7479.745082883048
28480,54,1756,3,1,3,-72728.82916678226,0.2,21012.5,-8114.497110874443
28481,40,1791,1,2,1,69610.50961317886,0.22,179794.02,1924604.1160558986
28482,57,2031,1,2,1,-63709.34251387791,0.19,127010.67,195899.23199349444
28483,50,1762,3,1,3,16652.51145702503,0.07,28036.64,60882.784308375485
28484,53,1526,1,3,1,-132910.00934521898,0.03,144242.86,-59122.33387915749
28485,57,1967,2,2,3,280984.6486035147,0.26,37659.4,417213.1882745878
28486,48,1642,1,4,1,14881.50753555515,0.21,43666.34,339745.60046261584
28487,62,1973,1,1,1,80130.71505973194,0.19,35043.46,108573.65333563591
28488,59,3377,2,1,3,-7852.533901638382,0.16,54219.62,61503.65385636331
28489,45,1961,3,1,3,-99971.6128974408,0.2,32385.36,202390.11792272457
28490,40,1946,1,1,1,47634.09691056584,0.19,69519.44,673497.1499209703
28491,53,3640,1,1,1,-92046.82089073482,0.33,76528.3,338583.1528082292
28492,43,1834,3,1,3,-84861.99839502641,0.0,6297.12,-84861.99839502641
28493,43,1408,3,1,3,30098.85153105159,0.29,66472.53,771487.3124009615
28494,44,1408,2,3,3,270495.60927438823,0.01,76242.52,297852.12325098034
28495,45,4000,1,2,1,-10242.680936125087,0.3,69273.29,690144.4123266282
28496,63,1974,3,1,3,-83758.93291876707,0.23,111191.63,-3611.4189229605545
28497,42,1689,3,1,4,-109265.584657997,0.15,79521.85,381605.71287742275
28498,49,3480,3,1,5,27890.61313820205,0.15,129296.38,503609.51782522385
28499,50,1689,1,1,1,-155352.48486483254,0.3,35041.32,81565.1157165317
28500,45,3320,1,1,1,-88547.59749819615,0.16,90068.54,392934.87136916013
28501,57,3550,2,1,3,123301.04172445288,0.03,21623.71,130279.77640621849
28502,57,2031,2,1,3,23288.184934321824,0.24,24337.96,86125.9368410664
28503,55,2031,3,4,3,-88632.86919885341,0.18,77862.54,104348.26641116542
28504,58,3477,1,1,1,59449.47517706088,0.01,16329.18,60975.697245281626
28505,47,1852,1,1,1,113742.44538282396,0.3,14778.0,241329.5157648155
28506,51,3492,1,1,1,131176.27736269118,0.27,174359.49,1102342.4557819348
28507,59,1764,1,1,1,325606.32059176534,0.3,36482.73,413108.19278551
28508,59,3262,3,1,3,104249.64783939766,0.07,70401.23,143648.81561750066
28509,52,3516,1,1,1,62394.42195508605,0.32,50238.79,413105.92671093787
28510,51,1998,1,1,1,68303.27576878645,0.24,50458.99,369479.7044248724
28511,61,3837,3,1,2,-223568.72904567,0.11,80641.59,-175137.25585657824
28512,60,3837,1,1,1,-300775.8429154191,0.21,108571.45,-148015.3473377044
28513,36,1946,1,1,1,62501.6580133813,0.28,8278.04,201534.57607271057
28514,47,1578,3,3,3,-10173.379441247394,0.14,81737.15,319145.98975221056
28515,55,3805,3,1,3,30958.40434916513,0.01,92040.42,43631.782026189205
28516,36,1946,3,1,3,119973.3641577347,0.25,108712.38,1750211.6879740632
28517,39,3650,3,1,2,-145894.48221115087,0.2,74634.82,599862.6685183654
28518,36,1291,1,1,1,153205.74201632515,0.2,12359.7,301481.4516337408
28519,47,1439,1,3,1,51368.0663156844,0.27,51664.92,514043.79676960025
28520,52,3506,2,1,4,89345.59793073217,0.28,29872.03,246608.67551629257
28521,52,1771,1,1,1,-298167.01041765284,0.16,49949.85,-101871.68784539486
28522,63,3701,1,1,1,-55957.09865649783,0.03,9168.88,-55095.05816314743
28523,48,1483,3,3,5,377171.97632146935,0.17,109723.98,873490.42404476
28524,53,1517,1,3,1,-94326.03314078612,0.16,9073.07,-69572.19803644951
28525,53,1580,1,3,1,113433.66876087128,0.22,44642.05,337672.9200550349
28526,51,1517,3,3,4,113521.11419247824,0.3,159049.44,1097844.0261035776
28527,51,1517,2,1,3,103253.4099374614,0.01,56984.21,115008.84554711703
28528,38,1411,1,3,1,131908.88818310047,0.05,79497.89,343208.9601691803
28529,37,1851,1,1,1,-281983.801172253,0.29,109490.34,1511940.5736431757
28530,39,2552,1,4,1,87786.63713903264,0.01,136329.55,155897.43098045752
28531,56,2277,1,2,1,104159.3626650794,0.22,66527.8,290630.12563886953
28532,47,2020,1,1,1,127236.39973712015,0.28,19814.53,286902.0724566815
28533,38,2006,1,1,1,-91372.07335396924,0.3,149965.22,2300213.045300749
28534,47,1818,1,1,1,68805.85235430211,0.17,79347.94,457004.7752860988
28535,36,1854,1,1,1,53681.318977486335,0.28,54861.03,1055788.615479364
28536,38,1854,1,1,1,77018.3531855649,0.16,76821.08,730411.2815885056
28537,45,1932,1,1,1,213974.34281026872,0.27,52851.22,754262.0361853263
28538,39,1831,1,3,1,4188.344306964616,0.29,149088.35,2164257.458150865
28539,61,3477,3,1,1,-7570.044087558423,0.26,168368.78,231437.06853566322
28540,61,2416,3,2,2,-177340.36202165374,0.2,99597.11,-68584.50759160945
28541,39,2155,3,2,5,-130580.9157011657,0.24,101670.96,1088504.4191310415
28542,56,2098,2,2,4,464870.0800718048,0.22,204294.93,1014599.4437192881
28543,61,3426,1,1,1,266511.872461918,0.11,127577.53,343131.9852811909
28544,62,3268,2,1,3,359840.34602925245,0.21,19844.37,377642.4153991122
28545,61,3156,2,1,3,9429.422517015571,0.07,55884.48,30787.64797277983
28546,62,3493,1,1,1,189028.6999813965,0.13,55613.02,227499.10506060615
28547,60,1973,1,1,1,316463.6610230326,0.19,139284.73,493773.6625377058
28548,51,3262,1,1,1,622780.09425948,0.1,91611.4,811767.870664629
28549,42,3700,3,1,3,33173.68068594859,0.13,79099.52,456336.11316521943
28550,40,1973,3,1,5,-65918.26890694724,0.34,134447.29,2077838.2753926981
28551,62,3493,1,1,1,4255.367703485302,0.1,157498.51,71536.04084893693
28552,50,3309,3,1,3,-55674.73610259331,0.17,61423.71,179657.0435070165
28553,40,1800,1,1,1,-148790.17536191802,0.2,18761.68,27182.895711930585
28554,42,1973,1,1,1,10804.640185814074,0.24,17598.57,184616.14765286446
28555,60,3262,1,1,1,24273.741993573203,0.13,277647.05,266105.0593505399
28556,53,3260,3,1,5,-1582.0840482882995,0.02,14543.82,3377.859527413654
28557,61,1564,1,3,1,51963.105276123606,0.33,139592.97,303472.0295399194
28558,54,3260,3,1,5,-146492.57983527103,0.24,89694.16,184483.45277669185
28559,56,1856,3,2,1,-260223.215792928,0.17,7405.52,-244824.9026887181
28560,59,3215,1,1,1,-204599.263783266,0.2,45368.03,-103380.65873609889
28561,63,3239,1,1,1,-85737.33886254524,0.08,22922.37,-79990.35961867962
28562,63,3216,1,1,1,-109903.62385301985,0.22,12386.08,-101363.84381062623
28563,43,3631,2,1,4,284126.97666656686,0.1,33376.39,466792.60211517545
28564,59,3805,1,1,1,96672.72973698916,0.23,43712.83,208719.13202836446
28565,38,3597,3,1,3,-255657.9259184858,0.13,27327.05,-66810.90314046334
28566,62,1914,2,4,1,99228.6385281825,0.05,23085.94,104159.59813978616
28567,53,3640,1,1,1,35796.51836293597,0.11,4723.82,44656.93767778916
28568,56,3587,1,1,1,252723.67438448983,0.11,41111.03,334428.11995360354
28569,45,1932,1,1,1,49495.28443078968,0.13,66321.36,353548.3815460268
28570,57,3749,1,1,1,29776.935656605416,0.26,113664.01,347699.6415666822
28571,42,1794,1,4,1,12323.343377218824,0.2,33166.06,285292.62844520254
28572,42,3168,1,1,1,-67497.34728643001,0.08,87184.12,219526.03632538643
28573,44,1689,3,1,3,201716.31502665207,0.1,48205.36,392938.48944631114
28574,49,1856,1,1,1,-17187.84221047626,0.18,43613.18,248455.8145507773
28575,38,2905,3,1,1,260829.162839934,0.3,53613.87,1115841.6360353099
28576,37,1291,1,1,1,-95966.41227392912,0.07,40573.2,64493.89900348573
28577,38,3039,2,1,5,14589.147680801392,0.35,104936.43,1966987.2112109847
28578,57,3499,2,1,5,53948.9447286877,0.17,99604.17,236108.37814178085
28579,35,1527,3,1,3,-9164.957194923849,0.08,89600.68,446886.84044181847
28580,62,1341,3,3,3,-259009.6196415097,0.34,102195.53,-110578.59148187144
28581,56,3330,1,1,1,40382.89783170077,0.11,13905.58,59091.89282376732
28582,42,1592,1,4,1,-43371.68012704808,0.35,68894.83,957352.633692148
28583,43,3560,3,1,2,-225250.8643209189,0.15,19988.99,-109935.35394928927
28584,55,3396,3,1,3,-54110.99129271903,0.3,34702.73,134565.5843343952
28585,39,1752,1,1,1,-261311.53081899977,0.24,91399.67,834615.9326917536
28586,55,3346,3,1,3,177403.47901693947,0.29,62722.57,427861.8943090884
28587,43,3238,1,1,1,-144815.57841478256,0.23,124118.67,953104.0893191419
28588,43,3508,1,1,1,3061.879891016284,0.16,54774.37,401189.8207494865
28589,43,1871,3,1,3,-43969.55341610792,0.0,64912.09,-43969.55341610792
28590,60,3426,3,1,3,-83076.60902917145,0.07,41604.2,-58727.27367944857
28591,42,2071,2,4,1,-35970.98205626919,0.19,14172.17,74839.2485567078
28592,48,3465,1,1,1,-364442.2729491598,0.3,40976.38,-37354.14023458626
28593,55,3309,1,1,1,-228851.3745414201,0.25,150024.09,287582.58817350736
28594,54,1353,1,3,1,102819.36539031324,0.02,75675.7,126089.96531113781
28595,54,3309,1,1,1,-199707.40193852287,0.28,137216.67,391018.5407422765
28596,46,3826,3,2,4,15305.510436743562,0.11,108428.27,385581.01280975546
28597,60,1764,1,1,1,217938.4089394054,0.03,165080.63,251119.71666557013
28598,59,3262,3,1,5,-201883.7251191276,0.06,153428.37,-128285.78098153393
28599,43,3700,1,1,1,-76885.41464120473,0.08,76256.92,157739.8972374786
28600,61,3493,1,1,1,17300.155045734537,0.35,106926.24,221628.3281858584
28601,54,3309,1,1,1,50584.856586746864,0.14,69362.29,203137.71007257598
28602,43,1835,1,1,1,71648.58241193261,0.32,55817.9,816802.8953144026
28603,59,3262,1,1,1,3345.403705175272,0.07,37266.92,24201.369341757792
28604,45,3516,1,1,1,135118.29651856574,0.06,61632.82,277146.5402794949
28605,56,3309,1,1,1,33387.313006490906,0.23,46685.32,205245.67987665703
28606,56,1856,1,2,1,-18017.49102026968,0.26,118887.02,360056.1979517087
28607,59,3729,2,4,3,53486.28455614205,0.23,44539.73,148899.3318723687
28608,59,1856,3,2,2,-333097.65369874006,0.03,48689.19,-320286.12974567845
28609,38,2416,3,2,5,-26228.229107403644,0.06,59098.46,162267.47339136392
28610,42,3168,3,1,5,-95214.17847770244,0.19,795.53,-88994.03980031278
28611,57,3379,1,1,1,87013.39986393381,0.25,75438.12,289901.27324119554
28612,57,3499,2,1,3,49016.7947103714,0.25,19012.45,100150.03541403051
28613,57,3869,1,2,1,-195674.10070722195,0.23,57089.39,-33551.67858397041
28614,56,3330,3,1,5,-144108.9401790205,0.17,39200.2,-38223.85163714885
28615,55,3379,1,1,1,15455.300300055134,0.24,52915.35,223477.02529073288
28616,56,3379,3,1,3,19148.533196817,0.22,57184.9,173025.1795102863
28617,36,3009,1,1,1,139521.85910166943,0.07,49688.25,417859.33345188166
28618,56,3379,3,1,3,110804.30245159792,0.31,37186.55,287499.92789910396
28619,44,1326,2,3,5,-188855.1106323205,0.02,16914.75,-176716.77641184715
28620,50,3455,2,1,5,-278608.3476133346,0.3,20641.28,-139050.7473137996
28621,45,3455,2,1,5,-32727.86068113509,0.11,72417.65,233420.9230862693
28622,51,2404,1,2,1,8290.84390875369,0.02,52899.45,36423.147917204595
28623,53,3272,3,1,2,-263035.775257025,0.25,46788.25,-44913.43683679137
28624,56,1621,3,3,3,-141367.43541765222,0.25,70927.38,75514.10638401058
28625,44,1651,3,3,5,-89196.1850091734,0.34,136465.74,1575619.13593803
28626,39,1651,2,3,1,238671.089759484,0.15,103411.91,1013646.208810121
28627,49,1580,1,3,1,70385.03633276286,0.03,64094.7,122748.96168870262
28628,44,1666,3,3,5,-102678.86799793504,0.04,84648.76,18812.131304878785
28629,38,1401,1,3,1,215193.5839368105,0.1,6981.92,252308.53626072878
28630,38,1388,3,3,3,87664.31076335393,0.2,127894.54,1447404.8275809227
28631,49,2033,3,1,5,-229151.02575532664,0.16,54530.5,-15141.92216837377
28632,35,1586,1,1,1,125016.65704456704,0.05,120134.5,507181.4093321
28633,57,1862,1,1,1,-127491.47851137632,0.29,171246.48,406758.94573870406
28634,48,2131,3,2,3,146877.83455568543,0.26,22803.04,304630.2585287231
28635,49,1929,3,1,4,-40045.394468283965,0.07,61883.58,66208.84212621406
28636,56,1929,2,2,4,18317.129734754773,0.22,155481.2,436695.5062081557
28637,35,2628,3,4,2,-195467.14938057968,0.27,52671.0,713312.3825727275
28638,37,2501,1,4,1,-27628.786819428664,0.22,68985.75,839563.8525356847
28639,46,1891,1,1,1,-109334.45818585371,0.15,45041.89,177902.26131600054
28640,52,1982,3,1,3,-112780.14541928293,0.07,154182.36,90145.40435926247
28641,59,1776,1,1,1,44895.20343789832,0.23,67117.95,172841.3456942653
28642,46,1914,3,1,3,-285360.83317748,0.34,104343.83,816014.782135525
28643,45,1914,2,1,3,84318.04875991434,0.12,80531.68,407193.7618704735
28644,48,1890,1,1,1,-136620.1368886661,0.07,24598.34,-90804.49408066514
28645,50,1908,1,1,1,7224.329887919122,0.24,123235.1,673787.4433643402
28646,63,2056,3,2,2,-147186.5869683836,0.06,57067.8,-136455.7769967356
28647,38,2208,3,4,1,28626.47085649096,0.0,90865.02,28626.47085649096
28648,53,2018,2,4,3,-15472.111742089295,0.21,51373.29,173910.1398466694
28649,62,1932,1,1,1,1905.3051219238807,0.06,26529.33,8705.031089481889
28650,56,2020,1,1,1,183982.73826554927,0.04,49730.71,216574.78346001267
28651,35,1952,2,1,3,-31230.732507688823,0.35,18597.29,382893.445663327
28652,47,1952,3,1,3,21860.414949268143,0.18,52391.78,296848.9893072872
28653,53,1835,3,1,3,-247245.6475318531,0.11,39287.93,-151653.0481697013
28654,47,1338,1,3,1,-154868.61492271733,0.25,70253.98,352946.6785542432
28655,50,1762,1,1,1,95868.6001512458,0.29,33653.62,315819.32512111316
28656,45,2050,3,2,1,49577.33427137881,0.06,156840.79,363988.27116027434
28657,38,1526,1,1,1,-46268.60532605037,0.32,65229.6,1090265.7643884553
28658,61,3289,2,1,3,52991.18782729626,0.12,35554.1,85059.51578532677
28659,63,3236,1,1,1,70193.20423127234,0.0,153543.93,70193.20423127234
28660,56,3350,2,1,5,79994.32699756071,0.34,85259.65,434555.46135553904
28661,48,2266,3,2,3,72449.12007287408,0.21,26693.92,221605.4172700044
28662,55,2143,3,2,3,6531.410162486611,0.04,52425.9,35912.76414206432
28663,47,3451,1,1,1,-226069.0226215262,0.09,128957.74,107941.1326704463
28664,47,3451,1,1,1,-157327.45042385673,0.25,89356.13,485558.7569662044
28665,40,1676,1,1,1,-201185.4677196744,0.06,92299.17,58527.44289068511
28666,46,2159,3,2,3,46983.17918967183,0.23,61385.11,485292.43377787236
